Substance,ISO,Country,NUTS 2,NUTS 2 desc,Y_1990,Y_1991,Y_1992,Y_1993,Y_1994,Y_1995,Y_1996,Y_1997,Y_1998,Y_1999,Y_2000,Y_2001,Y_2002,Y_2003,Y_2004,Y_2005,Y_2006,Y_2007,Y_2008,Y_2009,Y_2010,Y_2011,Y_2012,Y_2013,Y_2014,Y_2015,Y_2016,Y_2017,Y_2018,Y_2019,Y_2020,Y_2021,Y_2022
GWP_100_AR5_GHG,ESP,Spain and Andorra,ES24,Aragón,17047.168353602,17185.937099717,17861.164900556,17195.911252886,17626.87022648,18549.741662789,17632.895915681,19975.962302692,19809.369655842,21548.468636174,22516.914715568,21510.87474601,22348.660527184,22683.188550989,23086.835021997,23222.017973389,23456.929262412,25624.357758831,23312.247234779,21102.898125828,19411.244238386,20258.977342124,20013.105820209,18058.037624113,18099.012071587,18957.315274051,17858.32773929,19527.024413267,18791.526270131,17068.522103966,15091.504206187,15136.918893442,16134.558680606
GWP_100_AR5_GHG,ESP,Spain and Andorra,ES30,Comunidad de Madrid,10853.02848436,11339.678220624,11471.624802542,11305.988101408,12088.450661897,12590.899630444,13045.81422279,13712.931850483,14622.567488221,15440.25502472,16247.243421835,16865.80070732,16874.021497581,17867.05337279,18541.568972511,19100.201235535,19485.472835298,19806.172959241,18394.390719182,17455.934193376,17740.033083876,16574.374258982,15262.094145399,15128.183611516,14439.267493185,14363.397181855,14582.97799407,14582.292826845,15126.508246516,14743.12717615,13600.290370917,14350.749123464,15071.108002231
GWP_100_AR5_GHG,ESP,Spain and Andorra,ES41,Castilla y León,36181.40743569,36535.585548299,37924.676735793,36586.420630381,37548.08842696,39395.776945516,37580.487733565,39452.501122218,40481.849945276,43701.358959323,46648.971259262,45489.924877191,47906.533421396,48244.945253806,49304.192211411,49273.254821179,46887.486803803,49819.008901861,42839.88511276,39187.783837517,36823.148929894,38791.139486414,39836.596259012,36458.140950154,37576.131138202,39324.212310559,37004.563016416,39189.360964989,37596.245608433,31830.922898622,28130.017160139,28401.201288979,29723.100014798
GWP_100_AR5_GHG,ESP,Spain and Andorra,ES42,Castilla-La Mancha,24238.278852537,25046.080536728,25218.090734623,24135.865229674,25414.906652199,26689.39396853,27757.326828145,29165.990660076,30121.610830668,31448.567310078,33067.111101583,33017.55167516,33887.51489666,34973.375744845,35799.856502249,37026.445807622,36911.262743192,37785.702926605,33909.186342757,30432.531314494,28915.662086618,29314.551737667,28894.313494865,28001.14744896,26071.065031998,26115.278454809,26276.887943418,25323.524312589,25721.1684347,25784.847552919,23535.418659332,24783.270037036,25972.13919339
GWP_100_AR5_GHG,ESP,Spain and Andorra,ES43,Extremadura,7522.6569615039,7776.1645467736,8166.7618306107,8043.2862703198,8344.5315816201,8540.8925151437,8736.7320261664,9162.1249056385,9579.2200532387,9880.7868640835,10214.329145231,10518.265472093,10584.626402221,11008.731536435,11292.952097517,11331.462017077,11312.813357852,11549.215602984,10710.743288553,9953.1979256215,9805.6999872116,9287.3687420365,8857.2601118953,8588.3707236198,8486.1734291556,8758.0659546563,8718.6721239847,9082.4545168335,9089.8522237516,9040.7259611368,8341.1774430395,8752.4788569871,9175.1339584268
GWP_100_AR5_GHG,ESP,Spain and Andorra,ES51,Cataluña,27384.835343167,28131.794882721,28371.224130674,27638.43114865,29355.779967757,30891.301215747,31423.429947283,33163.153039446,35002.182459864,36897.866717969,38446.17187424,38972.976105817,40599.384365203,42469.689983596,44598.135648726,45139.559490444,45186.597346414,46917.911266387,46260.413989438,43284.592525609,44098.786039124,42439.47787049,39331.064184618,37678.096186764,37116.411241145,38502.621798023,38967.223627394,40332.172310493,40627.536131211,41367.829958692,38053.839844166,39916.800622396,42307.160876379
GWP_100_AR5_GHG,ESP,Spain and Andorra,ES52,Comunitat Valenciana,16564.160891893,17305.824785488,17387.789750459,16777.807153244,18127.530279945,19285.653100405,19398.586698466,20455.092871186,21502.920148465,22406.327370425,23707.263828384,24197.488003195,25823.843047226,27247.835013603,28303.363812833,29009.185493945,29026.853922152,30996.130042768,32236.465521199,29424.878375823,29376.316841995,28174.585797097,26129.165409523,25301.148993567,25089.807394509,24910.329913368,24897.673409264,25147.791695133,25288.75289426,25850.399928368,23362.362199739,24600.578737438,26180.507250845
GWP_100_AR5_GHG,ESP,Spain and Andorra,ES53,Illes Balears,5505.780105332,5749.6726387608,6413.7418807307,5497.4850159536,5596.412926404,5974.3276629808,5777.827858677,7566.8671295875,7653.0482293049,8759.4457063114,9230.9622373028,10286.48165103,10291.98667534,9956.8772455871,10220.389398377,10885.408151442,10537.301913185,10763.694711653,9307.0493397406,8767.9239279761,8142.6815933099,8069.971417683,8352.6848638995,7822.8941825087,7759.275875856,8530.6990599122,7899.7867233379,8335.7837620141,7802.3179170735,6828.9956353812,5599.6075572714,5889.3497283359,7312.4138303857
GWP_100_AR5_GHG,ESP,Spain and Andorra,ES61,Andalucía,49466.506011111,50555.302119479,51745.462130177,49114.433481374,52165.82321621,55040.802684898,53616.632311374,60356.946284605,60663.869670751,64904.396852305,68730.768831346,67597.265606994,70967.815778358,72269.367286059,76894.092954301,82028.599829371,80086.986857056,82808.591343876,73984.905699718,68954.688543793,66492.57287113,67010.410311773,65591.967588486,60802.096056475,61099.960371613,60984.740123839,59742.565109991,62228.127579798,60652.133176517,57570.402625495,51387.382716349,54113.198611499,58485.825778409
GWP_100_AR5_GHG,ESP,Spain and Andorra,ES62,Región de Murcia,7001.771568952,7375.0857432984,7796.1946884614,7250.9907311335,7635.4913104621,8163.0679060048,8116.1438604338,8839.661592169,9259.1753599348,10084.32491358,10391.916202817,10683.899455461,11060.409048413,11219.077812911,11593.283934733,11999.555690477,16967.535475713,16417.368230787,16753.064061625,15212.2980667,13992.707334142,13343.596822286,14015.759826197,13555.158667315,13186.674083064,14073.32589551,13965.770687164,14418.638831735,14099.594857736,14888.781616477,13231.094189796,13797.760822612,14971.888222384
GWP_100_AR5_GHG,ESP,Spain and Andorra,ES63,Ciudad de Ceuta,126.19901149269,145.54909627725,182.14544661683,129.65351493955,133.20421680515,158.97483838551,139.53857771344,134.87536875304,158.23201957335,205.4470947477,210.66054634157,240.73729953055,272.15917677878,236.39047394287,245.17639460399,270.69567633261,241.97595933365,238.15802633624,228.68659835772,226.56836358993,211.89238485782,201.91969667001,202.77343907853,181.8236351892,184.55789239997,203.46762432157,196.39645784853,183.18059830435,171.95380345871,153.38761358669,135.72275290005,134.31869363585,136.82147920373
GWP_100_AR5_GHG,ESP,Spain and Andorra,ES64,Ciudad de Melilla,107.60154267948,123.46883674893,152.31691572565,113.28077273109,117.06469632328,137.7193905424,123.01564481117,120.10148452678,142.05374942555,179.78021773453,185.95495580046,209.21970942188,233.92573035471,207.89919865593,216.49821257702,237.78496485398,215.27911733903,213.32961194074,204.26462618324,201.287641564,190.68549784597,181.62704275486,182.33039892793,166.20134534657,166.80803654384,180.31366367305,174.79189924794,164.89804108624,155.73750354493,140.73876245869,126.70615065839,126.65820945847,129.59644197336
GWP_100_AR5_GHG,ESP,Spain and Andorra,ES70,Canarias,6937.6963058845,7750.4924881618,9243.5437480573,7272.3885424474,7673.4199191242,8877.6400408425,8186.5650498708,8612.7366440617,9625.3717612077,11773.977927887,11840.207568271,12819.677687632,13884.330733047,12655.604074653,13135.411958906,14136.50342408,13179.844667233,13157.643374284,12866.543568453,12406.747451628,11798.789111235,11330.723544997,11234.259562006,10260.01462834,10170.90028689,11221.777020738,10965.492331066,10586.22960047,10266.136649559,9693.1874034458,8487.101992052,8689.3547426376,9216.348793542
GWP_100_AR5_GHG,EST,Estonia,EE,,248.10575569328,225.52876935408,164.39719317065,138.86093191134,145.24094526531,135.55689154497,149.55941003651,148.75155790886,138.25640088306,128.68936824619,131.46859468207,134.95945384508,143.70353593949,151.85608532241,148.97108975598,150.56132944318,149.45405661336,190.35220514473,188.41085313851,123.95340767131,152.67926821239,141.53678231854,126.24684343291,139.28799799332,135.71601583966,118.32406636193,121.8951550736,132.85128680803,126.2762149522,83.875111360627,73.914981910082,76.103005614734,78.108292889405
GWP_100_AR5_GHG,EST,Estonia,EE00,Eesti,42845.263580395,39380.657235864,29316.545679475,24348.910360114,24570.743612778,22325.065520904,23418.777128534,23682.799384268,21807.559783294,20311.942367197,20585.326608479,20908.732120632,19999.571821102,22165.154684482,22580.638810822,22582.95099659,21552.486630912,25378.72304051,23520.139695727,20144.35537516,25185.676498828,25381.818259446,24359.303234076,26644.560743213,25880.881614294,23932.806583804,23811.220319727,25186.877909692,26495.668411899,18799.248358782,14558.66887997,14654.092124801,13731.219392808
GWP_100_AR5_GHG,FIN,Finland,FI,,1168.1019399398,1140.8171258539,1104.8860036668,1122.1665543865,1186.1427013066,1138.4494060091,1153.9957370999,1183.3159584257,1226.3347191896,1341.1285464057,1232.0396682376,1179.4499635314,1156.1346536127,1169.6284582732,1136.8816970481,1082.7714606288,1117.3688774824,1099.3339280312,979.52688617045,939.6050873097,1021.7418357895,1014.577184,927.49425165144,882.61284187268,823.01170304057,817.95118231653,802.83795956572,822.4253088116,846.9162798274,845.79088654185,643.10032806804,669.86021568087,753.77399070048
GWP_100_AR5_GHG,FIN,Finland,FI19,Länsi-Suomi,21171.756650552,21275.783775054,20219.94149401,20620.669070629,24555.658484101,23223.219779248,25386.894165865,24464.397519154,22566.144179761,22630.064501247,22373.838104166,24814.660508248,25283.165396598,28661.065021451,28208.995791043,22820.752649355,28008.443591459,25361.941306366,22527.410895689,22137.661720174,24776.259097186,22145.721733643,21127.698294212,21534.379239098,20076.783369081,20086.105610044,20061.714241634,18593.125465893,18589.193891211,17118.405946279,15234.734115744,15320.527696165,14750.786053906
GWP_100_AR5_GHG,FIN,Finland,FI1B,Helsinki-Uusimaa,18958.774348591,20319.012467011,18521.88585253,19650.737489169,20831.750423143,19833.00313559,22185.944866797,22130.809362829,19797.565847421,20286.785491541,20321.948894968,23182.868113128,24235.49140167,27919.046299208,26807.830049934,20899.524103621,26652.538024947,25421.244129939,21871.431476026,22269.50552404,25096.08302828,21940.70442431,19850.944499886,20319.097550078,19566.741202824,15171.792467043,15050.824802566,13961.467303253,16040.317954002,14840.663168999,13399.422661423,13118.114413609,12237.052571146
GWP_100_AR5_GHG,FIN,Finland,FI1C,Etelä-Suomi,25557.251846357,25057.100859277,24026.514109069,24336.953590395,25755.4980192,24355.674869547,25375.124956516,24620.382483213,24290.329700726,24514.124680905,23980.771648262,25174.382320381,25312.570656634,27384.688435899,27103.913575579,24290.077513116,26902.052433131,25315.428472925,23652.694156832,21726.931857607,24688.464048235,22853.199826112,22122.539028068,21861.855105499,20240.482232073,20113.40829736,20127.890026703,19187.614730886,18086.963215463,17230.332962612,15663.204110104,15432.537555692,14618.898539289
GWP_100_AR5_GHG,FIN,Finland,FI1D,Pohjois- ja Itä-Suomi,18575.659913261,18255.681235412,18210.311538462,17851.703450513,18491.460332976,18231.292333511,17737.081893075,18362.077195004,18731.540079013,18811.566863506,18104.797147593,18391.852714,18311.90244204,18598.530475653,19025.596048524,18227.475627597,18906.479785385,17753.232343975,17083.911461063,15706.541416776,17261.054853248,16571.21027242,16442.236731837,15963.943362271,14979.378959815,14797.179449199,14819.594199443,14243.109952128,14343.528086184,13813.853661627,13107.440979719,12764.337804818,12358.221751949
GWP_100_AR5_GHG,FIN,Finland,FI20,Aland,126.23849523233,125.47485431761,123.81488716873,124.93974463204,127.14783629705,125.36930806099,123.25442463992,122.91385890028,126.00744289071,126.27250728025,124.03053321147,128.49783657973,124.23912749499,135.69502094277,141.44321927483,131.30122129281,137.53762226216,123.36076956684,124.91704887711,121.14538149184,128.42149035541,121.18772261105,128.09031375431,129.56008598215,125.45093880247,119.9991673639,110.24672242884,104.74539237157,101.84659957696,99.011297856348,94.022786968485,89.821254410434,86.315306175095
GWP_100_AR5_GHG,FRA,France and Monaco,FR,,5311.4703023315,6121.5797844504,6069.579296113,6171.6023995847,5988.507008719,5902.161930953,6095.3422504763,6141.5059565227,6437.2654080595,6269.1695919343,6375.6526724747,6269.4439667217,5992.20339473,5863.6422558479,5869.1118915159,5619.122512666,5557.1706208178,5536.5529527757,5404.3729598136,5217.0739225851,5113.6923142714,7008.9921324899,6983.0464398918,6893.2149207922,6624.3801489931,6620.8854089943,6780.048717692,6895.2116417079,7074.2972918494,7231.4156399361,5148.2461739567,5869.5412170561,7949.6803533536
GWP_100_AR5_GHG,FRA,France and Monaco,FR10,Ile-de-France,44244.047215704,49629.927959596,46832.578656863,43229.220186029,43864.101021783,46071.114675366,49056.466657066,48500.919276947,50905.9419963,50719.497396625,49778.064667159,51291.979204705,50546.807039402,51627.056301683,51119.645202963,50927.057035596,47088.913280487,46229.046028758,48434.729832168,49118.546956058,49614.188564967,46039.678344324,46532.332629695,44877.263641054,40400.460414401,41624.087201915,41297.950881593,41566.216947995,38483.374939824,38191.341256186,35276.954460679,37415.191345524,36856.103701045
GWP_100_AR5_GHG,FRA,France and Monaco,FRB0,Centre — Val de Loire,22599.385329275,23426.767475131,23085.903578976,22925.160044922,22730.253779674,22953.329705383,23626.825996394,23463.847195611,24160.417547952,24431.675776551,24358.661620354,25012.507551852,24594.07597923,24481.947501489,24798.130303289,24458.021191983,24209.695482556,23950.282556349,22636.032432458,22148.093514459,22437.346974499,21487.706158853,21632.025678852,21711.55948608,20916.034059796,20960.167435084,20916.796054195,21058.431687274,20632.049544505,20281.338981372,18296.928497149,19212.288389691,18720.227136654
GWP_100_AR5_GHG,FRA,France and Monaco,FRC1,Bourgogne,14902.295221127,15539.67221769,15232.177463945,14654.363977681,14456.637529708,14652.540837437,15164.734366661,14920.02999435,15478.383740745,15711.964316416,15556.227381352,15747.611758256,15488.680567366,15485.62802715,15611.32196092,15540.454503812,15259.714057867,15190.243031399,14922.08893304,14580.244927804,14655.105934104,13988.006216582,14253.806417209,14347.679066675,13551.776847338,13182.952992508,13149.402941607,13233.354053969,12913.141817125,12709.090290954,11531.366915909,12113.750424043,11808.607740308
GWP_100_AR5_GHG,FRA,France and Monaco,FRC2,Franche-Comté,7856.5623138262,8200.8787734801,8155.2860655437,8062.3178379544,7934.0953208691,8036.5235655332,8314.9893222641,8210.5770701099,8436.5033622357,8545.9560700424,9004.8535673622,9096.1605831867,8944.1863378347,8919.1807614419,8978.6930607098,8818.0836180135,8643.5676793647,8464.2678566903,8501.0345759761,8342.2185514532,8350.9881573625,7951.8452622612,8018.0105510094,8087.8484678595,7626.6895305305,7734.8621234945,7794.5920455851,7824.7444866413,7611.1494548522,7495.6157521274,6812.435539261,7193.1361041405,6993.4960838516
GWP_100_AR5_GHG,FRA,France and Monaco,FRD1,Basse-Normandie,12189.663056507,12587.46018231,12564.092566374,12445.750394542,12167.61075472,12248.688285067,12615.252831752,12553.059571767,12752.865007035,12874.660242966,12970.402614651,13236.001690683,12928.39017551,12924.588882219,13018.237119973,12921.857604613,12594.179745502,12484.791321188,12459.267333715,12940.552218279,13185.582369271,12721.041385394,12516.766754079,11826.32404793,11457.508578403,11616.201176053,11528.23699792,11479.742669603,11330.445156801,11126.613892582,10188.426290571,10669.307236834,10375.886334155
GWP_100_AR5_GHG,FRA,France and Monaco,FRD2,Haute-Normandie,28447.665457749,30416.962897821,29804.724942845,27585.551379636,27752.424447225,28344.457996248,30029.120391344,29256.955193243,29736.766151716,29742.915439507,30978.517793204,29803.426042311,29071.498226831,29746.582887701,30001.994044767,27884.571496408,26282.011016666,26966.32647328,27784.695940978,27492.450778822,25867.628221204,26150.367398284,25420.107846306,24665.070139808,20017.476528638,19958.342311898,20137.413517522,20532.612378121,19618.228575391,18403.655037084,16814.716845443,19061.014128541,16382.886073448
GWP_100_AR5_GHG,FRA,France and Monaco,FRE1,Nord-Pas de Calais,61498.086201179,63685.402661915,58748.324478278,54821.352694349,55272.607884119,55231.050369277,56448.138548964,54866.496274098,58844.421192383,50392.279373644,52990.009738321,53045.3490414,53561.171585588,53424.691169847,53982.780385144,60821.73042927,61610.666147714,59577.556588509,53795.82461333,48672.56712483,47937.002173155,46717.146376465,45879.802545515,45159.242323865,44880.286983128,44682.853936795,44867.415071411,43997.873327593,47340.859375072,47328.183421435,41955.42990219,54206.647252741,50319.157090535
GWP_100_AR5_GHG,FRA,France and Monaco,FRE2,Picardie,22287.339734901,26250.507622745,27907.687829592,27802.160649773,26838.050580968,28153.886204447,28896.164494847,25401.077426434,18732.90844956,17459.727154785,17370.281429025,17891.449135891,17613.788663155,17518.997206287,17315.046666571,16825.259606721,16504.410063754,16386.859905112,16263.289479379,15621.074273714,16240.442735228,16099.927855896,16264.177409864,16250.267998164,15443.875343884,15605.480358151,15494.265997785,16399.081987953,16190.913418654,15732.120283165,14476.729077549,15141.482687867,14618.928557935
GWP_100_AR5_GHG,FRA,France and Monaco,FRF1,Alsace,13623.069432673,14197.403826211,14033.283821793,13738.843786741,13626.443214093,13690.861981322,14376.441588124,14186.471109739,14029.437709755,14079.029401934,14132.12581925,15021.179149197,14574.041383032,14761.340568311,14515.396219133,14102.703720399,13377.951916666,13183.869081351,13330.872707049,12855.66678666,13164.633391786,13498.195618463,13529.570036816,13173.225679342,12223.901668916,12321.217413926,12124.525750976,12161.314873952,12179.140251897,11905.88463003,10986.453572468,11635.064009786,11074.904821388
GWP_100_AR5_GHG,FRA,France and Monaco,FRF2,Champagne-Ardenne,13296.686999732,13817.182883319,13634.529549103,13440.959419171,13265.581664782,13417.977158457,13876.929362179,13770.472659934,14033.17958862,14244.252661052,14210.829252309,14590.993366607,14368.144799858,14244.777137753,14392.525140804,14037.59916487,13927.607227095,13804.508896555,13348.479252314,13481.257216996,13559.305348953,13209.480360319,13129.846968698,13140.522958451,12548.51203357,12736.911198994,12847.409877835,12573.502295092,12344.392409133,12072.503754519,10993.366597739,11532.939556114,11186.802037754
GWP_100_AR5_GHG,FRA,France and Monaco,FRF3,Lorraine,30644.894792258,32557.424171884,32229.942561458,28338.049433446,27629.464602933,29201.439883036,30734.362816596,29274.394999255,32296.405336266,32783.642453704,31344.078649053,29312.275572202,29937.794380706,30298.237479075,29985.088987551,30614.986385004,29743.597586318,30354.904185748,29392.525519978,27896.543422951,31749.991181729,29881.123787519,31185.236587545,30824.819614241,23424.326095668,23887.72326339,23404.026399502,24044.948887637,21477.104454386,20725.081155502,18800.267501009,20837.503520232,20821.738834393
GWP_100_AR5_GHG,FRA,France and Monaco,FRG0,Pays de la Loire,35079.366684597,37920.024996652,36049.266067491,33859.265270921,33613.726734897,34649.389230619,36035.26348345,35010.39831189,37784.195504797,38071.437006508,37886.720817644,37777.71586965,37223.896578916,37943.544545925,37891.913955876,38516.823194204,37557.056403119,37972.448529228,37948.073050111,36073.715394354,38370.507781253,36485.693295864,37494.438097841,37045.234696898,34640.713897203,35109.530288045,36586.699202709,37452.025041423,34669.303931776,32520.823641952,30006.505776547,33806.500297277,33140.435995676
GWP_100_AR5_GHG,FRA,France and Monaco,FRH0,Bretagne,37695.089721554,38531.539837301,37474.010587892,37147.990374397,36974.431175858,37261.37100971,37955.259844635,37434.304335675,38121.353842503,38169.440093575,39051.016974247,39590.251522377,38599.791843674,38317.633003256,38315.573210607,38154.809619506,37698.198138714,37747.4808679,37874.139017186,37218.819355312,37273.672720341,35941.86414898,36089.305878081,36288.627784031,35476.153100676,35677.751675651,35364.707652145,35052.709533909,34459.574620495,33743.170889338,32125.626093166,32685.978678741,32842.160257102
GWP_100_AR5_GHG,FRA,France and Monaco,FRI1,Aquitaine,22970.899308557,23904.04458645,23760.303844678,23496.312626588,23309.913773006,23364.979889496,23982.771951725,23773.180404207,24438.041807033,24491.36459836,24458.987397215,24795.326545864,24238.425186229,25043.745359118,24826.905646165,24117.908401364,23432.032014392,22800.933475625,22727.892770485,22390.642099142,22481.785887395,22053.851563417,22643.828844705,22016.182591921,21111.299830587,21090.106179771,21078.315728132,21011.366943563,20603.885416565,20247.130322986,18483.321529169,19540.817431488,18901.759472892
GWP_100_AR5_GHG,FRA,France and Monaco,FRI2,Limousin,8065.4651161622,8245.4306988232,7767.6020292265,7751.6185635565,7197.7697924297,7423.0726827662,7572.9475947423,7513.5812040329,7591.2204920284,7638.6496653294,7671.4043049411,7662.5728641633,7561.1765881605,7521.0507097849,7491.6645628343,7194.1223529224,7135.1712542288,6903.5167923823,6805.5608830566,6719.1547207884,6729.145122163,6458.6630960089,6504.7894883873,6544.3240230404,6296.2045328726,6295.3654804199,6309.7251549668,6332.4000039684,6141.3873073254,6064.7770846584,5542.5724058958,5856.1922827402,5735.8764585666
GWP_100_AR5_GHG,FRA,France and Monaco,FRI3,Poitou-Charentes,16194.753073567,16653.058442044,16370.307110974,16182.798132571,16038.470227375,16135.70636132,16510.768003863,16377.643320246,16903.840194816,17101.508510776,17062.54039787,17543.916295001,17264.709513023,17201.068124532,17446.623073631,17273.082715729,17125.111028805,16965.94079806,16915.74154691,16790.35438642,16805.149242348,16372.098685016,16471.294197533,16306.98786774,15613.446833673,15498.374997133,15268.650061987,15500.370386081,15290.062175126,15054.760191674,13708.978308772,14313.860830842,13928.314474239
GWP_100_AR5_GHG,FRA,France and Monaco,FRJ1,Languedoc-Roussillon,17320.786304588,18041.743057783,18147.266498411,18000.74659061,17961.897428868,18074.054401856,18459.249986285,18522.654640113,19011.023504481,19239.881007279,19101.266211668,19436.248541502,19174.672995737,19288.405455056,19528.996358531,19518.230433075,19013.316406954,18706.076149651,18526.727973256,16963.688184877,18031.590184851,17359.56593946,17226.103490867,17316.527701821,16572.604945361,16757.874721748,17026.105932813,17181.565951523,16927.280501247,16728.417923964,15372.677050936,16187.112198407,15670.621223307
GWP_100_AR5_GHG,FRA,France and Monaco,FRJ2,Midi-Pyrénées,23536.470115813,24121.584851389,23884.907811135,22979.82614838,22284.591980324,22309.074182463,22893.512996369,22657.872249755,23489.555870607,23741.940733563,23354.389918483,23406.557506416,23096.360959268,23194.303018106,23565.382477218,23271.913894774,22478.635988134,21361.361077716,21057.700886996,20681.103778743,21577.636417669,20842.602020631,20631.260260213,20379.466272661,19378.934433166,19715.730435145,19803.537589198,19873.021881582,19616.894406617,19281.552806887,17576.616908933,18527.452194776,17991.371693229
GWP_100_AR5_GHG,FRA,France and Monaco,FRK1,Auvergne,11776.465723978,12151.490548677,11978.448663042,11806.74553642,11730.239429516,11856.500546649,12161.637985299,12030.924861907,12293.955679506,12420.283706398,12428.963168249,12769.302738281,12506.817741306,12426.745941381,12569.993218146,12424.8130813,12228.644109249,12088.759363841,11977.302626644,11700.590170419,11734.116514457,12236.484389233,12157.7260558,11964.065323099,11444.977473337,11579.7985944,11810.458131723,11893.493784177,11282.326697427,11239.15799872,10246.764397309,10719.609762524,10617.553657037
GWP_100_AR5_GHG,FRA,France and Monaco,FRK2,Rhône-Alpes,43117.107785622,45574.305867815,44752.32925705,44040.409401702,41717.320740515,42438.503462502,43774.067423558,42201.906896042,41883.829360061,42165.891102918,41738.480043784,42268.702609908,41510.914936905,41620.711020039,41936.952595089,41662.279451331,40050.62771204,39317.179597817,39599.401512836,38566.103223002,38365.759622121,36866.131302262,36923.408848274,36783.135550773,34512.662129448,34742.43656811,35017.836159022,35141.298406899,34441.631763147,33773.130574355,30828.107734389,32492.443840275,31408.209421111
GWP_100_AR5_GHG,FRA,France and Monaco,FRL0,Provence-Alpes-Côte d’Azur,40652.319289416,42408.231969724,41139.34918187,38864.24937147,39711.751057428,41161.964838676,42361.821771585,41331.50476223,42039.0446095,41485.955648632,40192.239660473,40761.796933888,41075.347692781,41169.148462004,40828.748725553,39706.467904028,39096.558232231,38951.00098078,38104.905540383,37448.145135668,39459.294520557,36146.348201868,36232.738442981,36498.311316252,34248.058599971,35316.357401971,36201.452762579,36589.324136692,33655.82031287,32602.108065558,28905.210344502,31828.864033029,31313.730841868
GWP_100_AR5_GHG,FRA,France and Monaco,FRM0,Corse,1876.8825324681,1952.5487388751,1922.6510958951,1920.2978838716,1905.8520064363,1925.2373325578,1962.6200352111,1950.4529122341,2010.6064818811,2020.7524972275,2014.7120641473,2055.3153289434,2021.8107194238,2059.9818465841,2073.686295067,2057.7361269365,2012.8924554791,1960.6661426414,1954.0203951556,1913.7709436295,1917.4392812721,1851.4010165279,1857.3498006194,1864.0300508237,1792.3389319133,1810.0301775376,1802.9142346791,1817.2854930521,1809.451705002,1780.9876999514,1637.5756934216,1740.3105686196,1704.8852718685
GWP_100_AR5_GHG,GLP,Guadeloupe,FRY1,Guadeloupe,940.33095946726,994.22271202696,947.36813890973,990.30712730022,1015.0112518205,997.88830915494,1033.4433955034,1067.6519537265,1081.1366629552,1027.0226264472,883.45941059271,921.26163192102,994.70423654948,996.10863267655,972.47698700712,977.02818428387,1040.4333738756,1084.5591554245,1101.296822169,1158.5535728388,1279.1203280122,1369.0090294267,1127.5257298638,1131.2772835573,1114.6415795843,1216.416977089,1169.639895775,1170.6784629569,1177.452873459,1182.9921874987,1177.0842352247,1208.4953052649,1237.2344318423
GWP_100_AR5_GHG,GLP,Guadeloupe,GP,,18.98584072662,21.560803877682,19.600753566511,22.925823918799,22.183311662542,22.305388903751,22.189917112525,21.997253115143,17.642815156081,17.89732234572,13.781364983429,13.800377277132,13.927905299848,14.939497378127,13.90842264857,14.440493447728,16.540281217631,18.62262324277,18.877758289731,20.02830464139,24.105876252792,26.612942045582,19.785843420773,19.738370498924,19.221710518083,21.768377888443,20.448090768713,20.486779080235,20.669773075612,20.858288528703,20.686294326148,21.157282355377,22.825132666086
GWP_100_AR5_GHG,GRC,Greece,EL,,3797.9935641244,3827.3051580065,3934.2139628487,3826.6177563412,3732.2927663051,3462.6830758258,3280.9530936064,3537.2751489596,4487.737407596,4369.0798992935,3659.273401471,4002.1836275879,3667.0231094082,3601.1997109705,3902.3742977298,3814.239474851,3896.2564681612,3760.5066866173,3467.0876299773,4258.8847845635,3490.8972244544,2738.6967383928,2624.7253253535,2251.2657110758,2302.8118409201,2546.6039592744,2690.3992340327,2755.4946928071,2978.7489272195,3061.8246301582,2212.7605286826,2306.6803992302,2579.9643388131
GWP_100_AR5_GHG,GRC,Greece,EL30,Attiki,12510.351337181,12749.684257491,12645.137381369,12614.646115989,13031.198899919,13983.347460389,15191.051748189,15716.095828996,16652.952616698,17654.000852256,19081.32264422,19135.872241119,18464.003643221,19124.671606183,18933.618984643,19175.342508711,19561.152785924,20633.932665655,19333.520071805,17297.549334874,16385.015072987,15716.894176841,15087.447355557,14793.25803063,14575.791603737,14622.515886781,15708.703414984,15410.191787513,14796.253723399,14729.542867802,14208.604305271,14809.351612638,15315.187517815
GWP_100_AR5_GHG,GRC,Greece,EL41,Voreio Aigaio,873.84723908157,908.19752998418,910.00763186794,903.05136037837,924.88634547336,948.72558690327,1019.5757782201,1037.5176939585,1057.3699381824,1069.1175434091,1075.0021757208,1075.2781992041,1110.9356407022,1168.131721148,1136.4540907176,1164.076174492,1146.7473136809,1150.2041109241,1141.5696858694,1141.0480641675,1073.046147301,1057.972244909,912.11650572813,845.1848813375,839.88616616943,882.81832298194,877.12567275445,830.6022054598,817.59180111774,851.36133197528,807.5146837152,831.92612165116,879.70137339842
GWP_100_AR5_GHG,GRC,Greece,EL42,Notio Aigaio,3279.76428597,3496.9333493446,3464.2344269344,3530.895507519,3501.7606419178,3776.3363973146,3842.3475638157,3792.908309798,3797.2729187914,3906.1629817838,4018.9652014175,3875.2686702378,4011.7135476221,4142.7535145027,3892.9776132124,4199.2222001659,4199.3322627851,4244.7553938829,4339.8838493887,3696.1007132366,3115.0073001959,2985.146230528,2789.815697657,2609.0223210177,2611.9583273197,2693.641747461,2405.8066955764,2726.8997150464,2600.6493270535,2561.4642108054,2386.4624584888,2489.4592366399,2713.9114022968
